pH,logD
0.0,5.02
0.1,5.13
0.2,5.23
0.3,5.33
0.4,5.41
0.5,5.49
0.6,5.56
0.7,5.62
0.8,5.67
0.9,5.72
1.0,5.76
1.1,5.80
1.2,5.83
1.3,5.85
1.4,5.87
1.5,5.89
1.6,5.90
1.7,5.91
1.8,5.92
1.9,5.93
2.0,5.93
2.1,5.94
2.2,5.94
2.3,5.94
2.4,5.95
2.5,5.95
2.6,5.95
2.7,5.95
2.8,5.95
2.9,5.95
3.0,5.95
3.1,5.95
3.2,5.95
3.3,5.95
3.4,5.95
3.5,5.96
3.6,5.96
3.7,5.96
3.8,5.96
3.9,5.96
4.0,5.96
4.1,5.96
4.2,5.96
4.3,5.96
4.4,5.96
4.5,5.96
4.6,5.96
4.7,5.96
4.8,5.96
4.9,5.96
5.0,5.96
5.1,5.96
5.2,5.96
5.3,5.96
5.4,5.96
5.5,5.96
5.6,5.96
5.7,5.96
5.8,5.96
5.9,5.96
6.0,5.96
6.1,5.96
6.2,5.96
6.3,5.96
6.4,5.96
6.5,5.96
6.6,5.96
6.7,5.96
6.8,5.96
6.9,5.96
7.0,5.96
7.1,5.96
7.2,5.96
7.3,5.96
7.4,5.96
7.5,5.96
7.6,5.96
7.7,5.96
7.8,5.96
7.9,5.96
8.0,5.96
8.1,5.96
8.2,5.96
8.3,5.96
8.4,5.96
8.5,5.96
8.6,5.96
8.7,5.96
8.8,5.96
8.9,5.96
9.0,5.96
9.1,5.96
9.2,5.96
9.3,5.96
9.4,5.96
9.5,5.96
9.6,5.96
9.7,5.96
9.8,5.96
9.9,5.96
10.0,5.96
10.1,5.96
10.2,5.96
10.3,5.96
10.4,5.96
10.5,5.96
10.6,5.96
10.7,5.96
10.8,5.96
10.9,5.96
11.0,5.96
11.1,5.96
11.2,5.96
11.3,5.96
11.4,5.96
11.5,5.96
11.6,5.96
11.7,5.96
11.8,5.96
11.9,5.96
12.0,5.96
12.1,5.96
12.2,5.96
12.3,5.96
12.4,5.96
12.5,5.96
12.6,5.96
12.7,5.96
12.8,5.96
12.9,5.96
13.0,5.96
13.1,5.96
13.2,5.96
13.3,5.96
13.4,5.96
13.5,5.96
13.6,5.96
13.7,5.96
13.8,5.96
13.9,5.96
14.0,5.96
