pH,logD
0.0,7.10
0.1,7.10
0.2,7.10
0.3,7.11
0.4,7.11
0.5,7.11
0.6,7.11
0.7,7.11
0.8,7.11
0.9,7.11
1.0,7.11
1.1,7.11
1.2,7.11
1.3,7.11
1.4,7.11
1.5,7.11
1.6,7.11
1.7,7.11
1.8,7.11
1.9,7.11
2.0,7.11
2.1,7.11
2.2,7.11
2.3,7.11
2.4,7.11
2.5,7.11
2.6,7.11
2.7,7.11
2.8,7.11
2.9,7.11
3.0,7.11
3.1,7.11
3.2,7.11
3.3,7.11
3.4,7.11
3.5,7.11
3.6,7.11
3.7,7.11
3.8,7.11
3.9,7.11
4.0,7.11
4.1,7.11
4.2,7.11
4.3,7.11
4.4,7.11
4.5,7.11
4.6,7.11
4.7,7.11
4.8,7.11
4.9,7.11
5.0,7.11
5.1,7.11
5.2,7.11
5.3,7.11
5.4,7.11
5.5,7.11
5.6,7.11
5.7,7.11
5.8,7.11
5.9,7.11
6.0,7.11
6.1,7.11
6.2,7.11
6.3,7.11
6.4,7.11
6.5,7.11
6.6,7.11
6.7,7.11
6.8,7.11
6.9,7.11
7.0,7.11
7.1,7.11
7.2,7.11
7.3,7.11
7.4,7.11
7.5,7.11
7.6,7.11
7.7,7.11
7.8,7.11
7.9,7.11
8.0,7.11
8.1,7.11
8.2,7.11
8.3,7.11
8.4,7.11
8.5,7.11
8.6,7.11
8.7,7.11
8.8,7.11
8.9,7.11
9.0,7.11
9.1,7.11
9.2,7.11
9.3,7.11
9.4,7.11
9.5,7.11
9.6,7.11
9.7,7.11
9.8,7.11
9.9,7.11
10.0,7.11
10.1,7.11
10.2,7.11
10.3,7.11
10.4,7.11
10.5,7.11
10.6,7.11
10.7,7.11
10.8,7.11
10.9,7.11
11.0,7.11
11.1,7.11
11.2,7.11
11.3,7.11
11.4,7.11
11.5,7.11
11.6,7.11
11.7,7.11
11.8,7.11
11.9,7.11
12.0,7.11
12.1,7.11
12.2,7.11
12.3,7.11
12.4,7.11
12.5,7.11
12.6,7.11
12.7,7.11
12.8,7.11
12.9,7.11
13.0,7.11
13.1,7.11
13.2,7.11
13.3,7.11
13.4,7.11
13.5,7.11
13.6,7.11
13.7,7.11
13.8,7.11
13.9,7.11
14.0,7.11
