pH,logD
0.0,3.96
0.1,3.96
0.2,3.96
0.3,3.96
0.4,3.96
0.5,3.96
0.6,3.96
0.7,3.96
0.8,3.96
0.9,3.96
1.0,3.96
1.1,3.96
1.2,3.96
1.3,3.96
1.4,3.96
1.5,3.96
1.6,3.96
1.7,3.96
1.8,3.96
1.9,3.96
2.0,3.96
2.1,3.96
2.2,3.96
2.3,3.96
2.4,3.96
2.5,3.96
2.6,3.96
2.7,3.96
2.8,3.96
2.9,3.96
3.0,3.96
3.1,3.96
3.2,3.96
3.3,3.96
3.4,3.96
3.5,3.96
3.6,3.96
3.7,3.96
3.8,3.96
3.9,3.96
4.0,3.96
4.1,3.96
4.2,3.96
4.3,3.96
4.4,3.96
4.5,3.96
4.6,3.96
4.7,3.96
4.8,3.96
4.9,3.96
5.0,3.96
5.1,3.96
5.2,3.96
5.3,3.96
5.4,3.96
5.5,3.96
5.6,3.96
5.7,3.96
5.8,3.96
5.9,3.96
6.0,3.96
6.1,3.96
6.2,3.96
6.3,3.96
6.4,3.96
6.5,3.96
6.6,3.96
6.7,3.96
6.8,3.96
6.9,3.96
7.0,3.96
7.1,3.96
7.2,3.96
7.3,3.96
7.4,3.96
7.5,3.96
7.6,3.96
7.7,3.96
7.8,3.96
7.9,3.96
8.0,3.96
8.1,3.96
8.2,3.96
8.3,3.96
8.4,3.96
8.5,3.96
8.6,3.96
8.7,3.96
8.8,3.96
8.9,3.96
9.0,3.96
9.1,3.96
9.2,3.96
9.3,3.96
9.4,3.96
9.5,3.96
9.6,3.96
9.7,3.96
9.8,3.96
9.9,3.96
10.0,3.96
10.1,3.96
10.2,3.96
10.3,3.96
10.4,3.96
10.5,3.96
10.6,3.96
10.7,3.96
10.8,3.96
10.9,3.96
11.0,3.96
11.1,3.96
11.2,3.96
11.3,3.96
11.4,3.96
11.5,3.96
11.6,3.96
11.7,3.96
11.8,3.96
11.9,3.96
12.0,3.96
12.1,3.96
12.2,3.96
12.3,3.96
12.4,3.96
12.5,3.96
12.6,3.95
12.7,3.95
12.8,3.95
12.9,3.94
13.0,3.94
13.1,3.93
13.2,3.93
13.3,3.92
13.4,3.91
13.5,3.89
13.6,3.88
13.7,3.86
13.8,3.84
13.9,3.82
14.0,3.80
